,TEAM1_ABBR,TEAM2_ABBR,GAME_NO_TEAM1,GAME_NO_TEAM2,IS_TEAM1_HOME,IS_POST_SEASON,d_PTS_H2H_per_GAME_TEAM1,d_PTS_per_GAME_TEAM1,c_WIN_pct_TEAM1,c_WIN_pct_at_HOME_TEAM1,c_WIN_pct_at_AWAY_TEAM1,c_FGM_per_GAME_TEAM1,c_FGA_per_GAME_TEAM1,c_PTS_per_GAME_TEAM1,c_PTS_opp_per_GAME_TEAM1,c_OFF_EFF_TEAM1,c_DEF_EFF_TEAM1,r_WIN_pct_L3_TEAM1,r_WIN_pct_L8_TEAM1,d_PTS_per_GAME_TEAM2,c_WIN_pct_TEAM2,c_WIN_pct_at_HOME_TEAM2,c_WIN_pct_at_AWAY_TEAM2,c_FGM_per_GAME_TEAM2,c_FGA_per_GAME_TEAM2,c_PTS_per_GAME_TEAM2,c_PTS_opp_per_GAME_TEAM2,c_OFF_EFF_TEAM2,c_DEF_EFF_TEAM2,r_WIN_pct_L3_TEAM2,r_WIN_pct_L8_TEAM2
0,MIL,ORL,74,74,1,1,17.0,12.733333333333333,0.8666666666666667,0.9,0.8333333333333334,43.833333333333336,91.23333333333333,119.58333333333333,106.85,116.69016408117044,104.26489782918237,0.0,0.0,-1.2666666666666666,0.45,0.5333333333333333,0.36666666666666664,38.85,88.76666666666667,105.26666666666667,106.53333333333333,109.7047046713222,111.02477394855788,0.0,0.0
1,MIL,ORL,75,75,1,1,17.0,12.733333333333333,0.8666666666666667,0.9,0.8333333333333334,43.833333333333336,91.23333333333333,119.58333333333333,106.85,116.69016408117044,104.26489782918237,0.0,0.0,-1.2666666666666666,0.45,0.5333333333333333,0.36666666666666664,38.85,88.76666666666667,105.26666666666667,106.53333333333333,109.7047046713222,111.02477394855788,0.0,0.0
2,MIL,ORL,76,76,0,1,17.0,12.733333333333333,0.8666666666666667,0.9,0.8333333333333334,43.833333333333336,91.23333333333333,119.58333333333333,106.85,116.69016408117044,104.26489782918237,0.0,0.0,-1.2666666666666666,0.45,0.5333333333333333,0.36666666666666664,38.85,88.76666666666667,105.26666666666667,106.53333333333333,109.7047046713222,111.02477394855788,0.0,0.0
3,MIL,ORL,77,77,0,1,17.0,12.733333333333333,0.8666666666666667,0.9,0.8333333333333334,43.833333333333336,91.23333333333333,119.58333333333333,106.85,116.69016408117044,104.26489782918237,0.0,0.0,-1.2666666666666666,0.45,0.5333333333333333,0.36666666666666664,38.85,88.76666666666667,105.26666666666667,106.53333333333333,109.7047046713222,111.02477394855788,0.0,0.0
4,MIL,ORL,78,78,1,1,17.0,12.733333333333333,0.8666666666666667,0.9,0.8333333333333334,43.833333333333336,91.23333333333333,119.58333333333333,106.85,116.69016408117044,104.26489782918237,0.0,0.0,-1.2666666666666666,0.45,0.5333333333333333,0.36666666666666664,38.85,88.76666666666667,105.26666666666667,106.53333333333333,109.7047046713222,111.02477394855788,0.0,0.0
5,MIL,ORL,79,79,0,1,17.0,12.733333333333333,0.8666666666666667,0.9,0.8333333333333334,43.833333333333336,91.23333333333333,119.58333333333333,106.85,116.69016408117044,104.26489782918237,0.0,0.0,-1.2666666666666666,0.45,0.5333333333333333,0.36666666666666664,38.85,88.76666666666667,105.26666666666667,106.53333333333333,109.7047046713222,111.02477394855788,0.0,0.0
6,MIL,ORL,80,80,1,1,17.0,12.733333333333333,0.8666666666666667,0.9,0.8333333333333334,43.833333333333336,91.23333333333333,119.58333333333333,106.85,116.69016408117044,104.26489782918237,0.0,0.0,-1.2666666666666666,0.45,0.5333333333333333,0.36666666666666664,38.85,88.76666666666667,105.26666666666667,106.53333333333333,109.7047046713222,111.02477394855788,0.0,0.0
7,IND,MIA,74,74,1,1,-7.5,2.2333333333333334,0.6,0.6774193548387096,0.5172413793103449,42.15,88.55,109.33333333333333,107.1,113.42008586730404,111.10327313769753,0.0,0.0,3.283333333333333,0.6333333333333333,0.8620689655172413,0.41935483870967744,39.833333333333336,84.75,112.78333333333333,109.5,116.00550216136749,112.62836547956027,0.0,0.0
8,IND,MIA,75,75,1,1,-7.5,2.2333333333333334,0.6,0.6774193548387096,0.5172413793103449,42.15,88.55,109.33333333333333,107.1,113.42008586730404,111.10327313769753,0.0,0.0,3.283333333333333,0.6333333333333333,0.8620689655172413,0.41935483870967744,39.833333333333336,84.75,112.78333333333333,109.5,116.00550216136749,112.62836547956027,0.0,0.0
9,IND,MIA,76,76,0,1,-7.5,2.2333333333333334,0.6,0.6774193548387096,0.5172413793103449,42.15,88.55,109.33333333333333,107.1,113.42008586730404,111.10327313769753,0.0,0.0,3.283333333333333,0.6333333333333333,0.8620689655172413,0.41935483870967744,39.833333333333336,84.75,112.78333333333333,109.5,116.00550216136749,112.62836547956027,0.0,0.0
